Nederlands;Tilburgs
 vals, gemeen, laag, erg ; gemèèn (gemènder, gemènst - gemener, gemeenst)
 van ; aaf
 van alle markten thuis ; diekomsa
 van alles ; venalles
 van Baarle-Nassau ; Baols, Bòls
 van belang zijn ; beschrèève
 van binnen verrot ; bökzuut
 van Breda, Bredaas ; Berdaos, Berdòsse
 van café naar café gaan, kroeglopen, dweilen ; dwèèle, (tt dwèlt)
 van datteme ; van den dieje
 van een borreltje houden ; em gèère luste
 van gelijke aard ; êentoutmèm
 van goeden huize ; pront
 van hier naar daar ; van hòt nòr hèr
 van Hilvarenbeek, Hilvarenbeeks ; Biks (e)
 van hoofd tot voeten ; van kòp toe têen
 van hout ; houtere
 van jezelf ; èègeste
 van jouw ; jouwe
 van katoen geven ; teegenòn pèère
 van kindsbeen af ; van klèns aaf aon
 van kleur veranderen, verkleuren ; verschiete
 van lood ; lôoje
 van Loon op Zand (Loons, Loonse) ; Lons, Lonse
 van tin ; tènne
 vanaf te brengen ; vanaf te krèège
 vanavond ; taovend
 vanavond ; vanaovend
 vanboven ; venboove
 vandaag ; vandoag
 vandaag ; vendaog
 vandaag de dag ; tiggenswordig
 vandaan ; aaf
 vanmorgen ; vemèèrege
 vannacht ; venaacht
 vanzelf ; vanèèges
 vanzelf ; vanègges
 vanzelfsprekend, duidelijk, klaar ; klaore taol
 varen, beleven, ondervinden ; vaore
 varken ; kuus, (mv kuuskes, vkw kuuske)
 varken ; vèèreke
 varken ; vérke
 varken ; vérké / kuuske
 varkensblaas ; frutblaos
 varkensfilet, karbonade ; krèp
 varkenshoeder, varkenshandelaar ; vèèrekesstaawer
 varkensvoer ; sloeber
 varkensvoer ; kuusvoejer
 varkensvoer ; kuusèèrepel
 varkentjes ; kuuskes
 vast en zeker, zijn hele leven ; alzelèève
 vast werk ; gereegelde baon
 vast, zeker, in verzekerde bewaring ; vaast
 vastbinden ; vaastbèène
 vaste wastafel ; làvaabo
 vastenavond ; vastenaovend
 vastentijd ; vaaste
 vastentijd ; vastentèèd
 vasthouden ; vasthaawe
 vechten, ruziemaken ; vèèchte
 veearts ; veejarts
 veeg ; vèèg
 Veel ; Veul
 veel drinken, tutteren ; tuutere
 veel eten, schrokken ; bèùze
 veel pijn hebben ; ik verrek van de pent
 veel te duur ; vuste kòsselek
 veel te veel ; veulsteveul, vusteveul
 veel te veel ; vusteveul
 veel te vroeg ; vuste vruug
 veel, hoop ; hôop, (vkw hupke)
 veeldrinker ; zèùpschèùt
 veemarkt ; veemèrt
 veertig ; firteg
 veertig ; virteg
 veertje ; vèrke
 veertje ; virke
 veertjes ; vèrkes
 veeter ; distel
 vegen ; búnne
 vegen ; bèsseme
 vegen, vagen ; vèège
 veger ; bisúm
 veilig ; vèlleg
 veiligheid ; vèlleghèd
 veiligheidsspeld ; slötspèl
 veilingmeester ; afslaoger
 veldleeuwerik (Alauda arvensis) ; parasjuutveugeltje
 veldwachter ; gruunjas
 velg ; vèlling
 velgen ; vellinge
 velours, fluweel ; flôêrs
 vensterbank ; raomrichel
 vent ; manskèèrel
 vent, kerel ; jêûkerd
 ventielslangetje ; fetielslèngske
 ver schoppen ; wèèd brènge
 ver weg ; wèèd ewèg
 verandering, andere manier ; èntel
 verassing, sinterklaascadeautje ; sepries (Fr: surprise)
 verbazing ; verbaozing
 verbeelden, voorstellen, eigendunk demonstreren ; verbilde
 verbeelding, opschepperij, blufferige drukte (Fr: gasconnade) ; kaskenaode, kaskenaoj, kèskenaoj
 verbergen, wegmoffelen ; moefele
 verbieden ; verbieje, (verbiet, verboj / verbôoj, verbooje)
 verbleken ; verschiete
 verbruikt materiaal ; verschòtte
 verder ; wijer
 verder, nog meer ; vèrders
 verdikking in draad, knoop in haren, pukkel, puist ; fròt
 verdorie ; gatvergimme
 verdorie, uitroep van teleurstelling ; gatjuu
 verdragen kunnen ; kunne veele
 verdriet ; sjagrèèn
 verdriet ; weet
 verdwenen, weg, pleiten, foetsie ; plèète
 vereniging van geheel onthouders, (anti-drank-maffia); den blaawe knêûp
 vergaan ; vergaon
 vergiet ; tèms, tèmmes, timmes
 verhaaltje ; vertèsseltje
 verhuizing ; ooverhèùs
 verjaardag ; verjòrdag
 verkoudheid ; klèts
 verkrijgen, ontvangen, verwerven, bereiken ; bekôome
 verleden, vorig (e) ; fleej (e)
 verlegen ; prut
 verlegen, bedeesd, éénkennig ; inkènneg
 verlegen, met drempelvrees ; klèpschaaw
 verliezen, kwijtraken, verspelen ; verspeule
 verliezen, verspelen, ervan af zijn, kwijt spelen ; kwèètspeule
 verlof, vrij ; òllef, òllem
 verloofde ; mèdje
 verloofde ; mèske
 verloten ; verlootere
 vermicelli ; fèrmesjèl
 vermoeidheid ; muugte
 vermoeidheid, moeheid ; muugeghèd, muugeghèt, muugeghèj, (mv muugegheeje)
 vermogen, veel, macht, kracht ; maacht
 vermogen, fut, kracht ; ammezûur
 vermogend, redelijk gefortuneerd zijn ; mòs òn dur kniejes hebbe
 vernielen ; verrinneweere
 vernielen, (Fr: détruire) ; verdèstruuweere
 verontwaardigd zijn ; em rije
 verpleegster ; non / nonneke
 verraden ; iemes derbijlappe
 verraden ; verraoje
 verraden, erbij lappen ; bèlappe
 verrader ; maotenaaier
 verreweg ; wèèdèùt
 vers ; vòrs
 verscheidene, verschillende ; verschaaje
 verschrikkelijk ; ontiegelek
 verse haring om te bakken, panharing ; panhèrring
 versleten fiets ; aaw krak
 versleten, slordig kledingstuk ; tòdzak
 verspillen ; verkwaanselen
 verstaan ; verstaon
 verstand ; verstaand
 verstand, wetenschap ; weet
 verstikken ; smoore
 verstoppertje ; piepenbèèreg, pieperke
 verstoppertje spelen ; pieperke spêûle
 verteerder, klant in het café ; vertèrder
 vertelsel (tje), verhaal (tje) ; vertèssel (ke, -tje)
 verteren, besteden ; vertèère
 vertrekken ; aaftrappe
 vertrouwen ; feduusie
 vertrouwen ; fieduusie
 Verveeloor ; Wallegent
 verveeloor, dreinoor ; ollie k o n t
 vervelen, plagen ; niereke
 vervelen, donderjagen ; klôote
 vervelend doen ; hòrzakke / kutkamme
 vervelend doen, lastig zijn ; miere
 vervelend iemand, lammeling ; lamstraol
 vervelend iets ; pòtstuk
 Vervelend Persoon ; Schurvtzak
 vervelend, lastig, onprettig ; klôote
 vervelende kinderen ; klôotjong
 vervelende vent, hannes ; klôotvèèger
 vervelende zaak, nare kwestie ; pluierij
 vervormd, uit zijn model ; ötgelèbberd, èùtgelèbberd
 vervormen, uit zijn model geraken ; ötlèbbere, èùtlèbbere
 verwaand ; verwaond, strond wie heetoe gescheete
 verwaand, trots, fier, hoogmoedig ; grotseg, grots
 verwaandheid, hoogmoed ; grotseghèd, grotseghèt, grotseghèj
 verwaandheid, inbeelding ; verbilding
 verwaarlozen, bederven ; begèrbeleure
 verwelken ; verwelleke, verwelluke
 verzaken ; verzaoke
 verzaken (kaartterm) ; saoke
 verzamelen, ophalen ; inschaore
 verzekeren (Fr:assurer) ; verastereere
 verzekeringsmaatschappij ; astraasie
 vestje, gilet ; visje
 vestzakje ; visjeszèkske
 veters ; nissels
 vettig haar ; plèkbol
 vier soorten, vier kleuren ; vierder (h) aande
 vierkant ; vierkaant
 vierkant, eigenwijs, brutaal ; vierkaant
 vies doen, een vies gezicht trekken ; völleke
 vies mens ; vèùl plöddeke
 vies onooglijk vrouwtje ; meukelwèfke
 vies werk ; vèùl wèèrk
 vies, onooglijk scharrelvrouwtje ; möökelwèfke
 vies, smerig ; smèrreg
 viespeuk ; völlak
 viespoes, smeerpoes, slordig mens ; vööl poetje, vèùl poetje
 vieze ; veul
 vieze praatjes ; völlekerij
 vieze vingers ; sausduime
 viezerik ; smèrlap
 viezerik ; tadderak, smèrlap
 viezerik ; völlak
 viezerik ; völlek
 viezerik, vuilak, smeerpoes ; völlek
 viezigheid ; bleppep
 vijf ; 5 vèèf
 vijf ; vééf
 vijf ; vèf
 vijfde ; vèfde
 vijftien ; vèftien
 vijftigste ; fèftegste
 vijg ; vèèg
 villapark ; jèmbuurt
 villapark, quasi-rijke buurt, de Blaak (den Blaok); kaawèèrepelbuurt, jèmbuurt
 vinden ; vèène
 vinden ; vèène, (vènt, von, gevonde)
 vinder ; vèèner, vènder
 vingers ; geboje, gebôoje
 vingers ; sausdèùme
 vingers ; plekjatte
 vink (Fringilla coelebs) ; maajvink
 vinnig, nijdig, vurig, driftig ; nèèg
 viool ; fiejôol
 vis ; spèk meej spèèle
 viskuit, hom v.d. vis ; zaajers
 viskuit, hom v.d. vis ; zaod
 vissenaas ; kèmpzaod
 visvijver ; wouwer
 vla ; puddingpap
 vlaamse gaai (Garrulus glandarius) ; mòrkòlf
 vlaszaad ; lèènzaod
 vlechttwijg ; fitselstèk
 vleermuis ; vlirmèùs
 vleien, lekker maken ; beströöve
 vlek ; plèk
 vliegende aanloop ; ramscheut, ròmscheut
 vliegende aanloop ; ròmscheut, ramscheut
 vlierhout ; flierhout
 vlinder ; kapelleke
 vlinderdasje ; nondejuuke
 vlo ; vlôoj
 vloeken ; gòtfere
 vloeken ; gòdvere
 vlucht in de schemer, werken in de schemer ; öölevlucht, èùlevlucht
 vlug een beetje ; rap ôok
 vlug een beetje ; vietempeu
 vlug een beetje, als de wiedeweerga (Fr: vite un peu) ; vietenpeu, vietempeu, vietepeutem
 vlug eventjes ; gaaw èfkes
 vlug iets wegpakken ; ritse
 vlug, snel ; rap
 vlugger ; gaawer
 vluggertje (vlug nog een borreltje, snelschaakpartijtje) ; gaawke
 vod ; tadderak
 vodden, lorren, lompen ; tòdde
 voddenkoopman, voddenkramer ; tòd (de) krèèmer
 voddenman ; tòddeboer
 voddenman ; tòdkrèèmer
 voederbak ; voejerbak
 voederbiet ; mangelpeej
 voederbieten ; mangelpeeje
 voederen ; voejere
 voederzak (v / h paard) ; ròsdoek
 voelen ; vuule
 voer, voeder ; voejer
 voeren, dieren te eten geven, voederen ; voejere
 voering ; voejer
 voerketel ; sòpkeetel
 voetbal ; foebal
 voetballen ; voeballuh, voeballe
 voetballen ; voebolle
 voetballer bij NOAD (nooit ophouden altijd doorgaan) ; unne gèèlblauwe
 voeten, poten ; pôoj (vkw pôojkes)
 voetje ; vuutje
 vogeltje ; veugeltje
 vogeltje ; veugeltje
 vogeltjes ; veugeltjes
 vogeltjesliefhebber ; veugeltjesprutter
 vogelvoer ; kèmpzaod
 voldoende ; genogt
 voldoende ; genog, genogt
 volgooien ; taassuh
 volgzaam, gewillig ; gewòrreg
 volière ; fejèèr
 volk ; vòllek
 volkstuin ; vòlkstèùn
 voor ; veur
 voor ; veur, vur
 voor ; vur
 voor ; vur, veur
 voor de dag komen ; ötpakke, èùtpakke
 voor de gek houden, sarren, plagen, tergen ; ötklôote, èùtklôote
 voordat ; vurdè
 voordat ; vurdègge
 voordat ; vurdèttie
 voordat je ; vurdè ge
 voordeeltje ; meeval
 voordeur ; vurdeur
 voorgaande jaren ; aander jaore
 voorgevoel, vermoeden (Fr: prénotion) ; pronoosie, prenonsie
 voorgevoel, vermoeden (Fr: prénotion) ; prenonsie, pronoosie
 voorhand ; vurhaand
 voorhuid ; veurhèùt, vurhèùt
 voorhuid ; veurhööt, vurhööt
 voorkamer ; goej kaomer
 voorkant ; vurkaant
 voorkomend, betrouwbaar ; avvenaant
 voorlopig ; vurlôopeg
 voormalige geliefde ; aaw vlam
 voorop ; vurop
 voorschieten van geld ; verschiete
 voorschijn ; blakke
 voorspelling ; pronostiek
 voorstellen ; vurstèlle
 voortaan ; vortaon / vort
 voortaan, tegenwoordig, heden ten dage ; vort
 voortduren, aanhouden ; ònhaawe, aonhaawe
 voortdurend ; geduureg
 voortdurend ; durlôopend
 voortdurend, doorlopend, telkens ; allegeduureg
 vooruit ; verèùt
 vooruit ; vort
 vooruit ; vurèùt
 vooruit (aansporing), zeg, nou ja ; alleej
 vooruit dan maar ; allebeneur
 vooruitgang, promotie ; avvezaans
 voorwaarts (voermannentaal) ; juu
 voorzitter ; vurzitter
 vorig jaar ; vleej jaor
 vorig, verleden ; vurreg
 vorige ; vleej
 vorige ; vurrege
 vorige ; vurrige
 vorige maand ; vleeje mònd
 vorige week ; vleej week
 vorige week, verleden week ; fleejweek, fleeweek
 vork ; ferkèt
 vork ; verkèt
 vrachtauto ; vrachtwaoge, camion
 vreemd, eigenaardig ; vrèmd
 vreemdelingen ; vrèmd vòllek
 vreetzak, overdreven eter, slokop ; frètzak
 vrek ; pin
 vrek ; prèngel
 vreselijk ; verrèkkes
 vreten, eten ; frèète, (tt frèt, vt fraat)
 vriendje van de meester ; strooptiet
 vriendje van de meester, oogappeltje, strooplikker ; fiepke, fiep
 vrijdag ; vrèddag
 vrijer ; flip
 vrijer voor korte duur (tijdens vakantie of kermis) ; kèr (re) mesvrèjer
 vrijgezellenknoop, aandrukknoop ; lööjwèèveknêûp
 vrijlustig meisje ; haffelkatje
 vrijpostig ; straant
 vrijpostig, brutaal ; astraant, straant
 vrijwel, bijna ; bekaanst
 vroeg ; vruug
 vroege morgen ; vruuge mèèrege
 vroeger ; vruuger
 vrolijk, plezierig, leuk, amusant ; plezaant, plezant
 vrome vrouw ; kweezel
 vroom persoon ; wijwaoterpisser
 vrouw ; mupke
 vrouw ; mupke
 vrouw ; vrammes
 vrouw ; vrouwke
 Vrouw ; Wèèf
 Vrouw ; Wéf
 Vrouw ; wijfke
 vrouw (mens) ; frammes, vrommes
 vrouw (mens) ; vrommes, frammes
 vrouw met haar op de bovenlip ; kribbòrsel
 vrouwelijke losbol, manziek wijf ; hòllewaaj
 vrouwen kijken ; gèèlôôge
 vrouwenonderbroek ; dirriktwaar
 vrouwke ; Frammeske
 vrouwmens (gezet) ; troela
 vrouwtje ; vrouwke
 vrouwtjeskonijn ; fôoj
 vrouwtjesvarken ; gèlt
 vruchtensap ; fröötsap, frèùtsap
 vuil, doortrapt, gemeen, smerig, geniepig ; vèùl
 vuil, vies, vuiligheid, vuilnis ; vèùl
 vuil, viezigheid, vuiligheid, vuilnis ; völleghèd
 vuilnis, gemeentelijke vuilstort ; völlekes
 vuilniswagen ; völneswaoge
 vuiltje ; völtje
 vuist ; vöst
 vuisten (kroegspelletje) ; vöste
 vuistje ; vösje
 waaks ; gewòrreg
 waaks ; woaks
 waalwijk ; walk
 Waalwijk ; Wallik
 Waalwijk ; Wolk
 Waalwijk ; Wòllek
 Waalwijk ; Wolluk
 waar ; waor
 waar ; wòr
 waar ben je? ; bende?
 waaraan ; wòraon
 waard ; wèrd
 waarde ; wèèrde
 waardeloos hout ; flötjeshout
 waardeloze troep ; schuddekul
 waarderen (vaak negatief) ; tèlle
 waardevol ; gaawe
 waardevol, grappig, kostelijk ; kösselek
 waarheid ; wòrrend
 waarom ; waarom
 waarom ; waorveur
 waarom ; wörrom
 waarschuwen ; wòrschouwe
 waarvandaan ; wòraaf
 wachten ; wòchte
 wagen (ww) ; òngaon
 wagen zonder vering ; bòlderwaogel
 wagen, auto ; waoge
 wagenmaker ; kèrsmit
 walm, stoom ; blaok
 wals waar de kaardebollen op bevestigd worden voor het kaarden van de wolvezels (textiel) ;
kaordewals;
 wanneer ; hoeneer
 Wanneer? Nooit niet! ; Wannie? Dannie!
 war ; wèèr
 warboel, rommeltje ; frutboel
 warempel ; alzelèève
 warm ; wèèrm
 warme bewaarplaats voor fruit ; muuk
 warmen ; wèèreme
 warmte ; wèrmte
 warmwaterkruik ; krèùk
 was ; waas
 wasbord ; roefel
 wasem, waterdamp ; wòssem
 waskeuken, washok ; washèùs
 wasknijper ; waspin (neke)
 wassen, groeien ; waase
 waswater ; sòp
 wat ; wè
 wat ; wè, wèt
 wat ; welk
 wat 'n ; wèn
 wat anders ; wèdaanders
 Wat ben je toch een treuzelaar ; Wè zède toch unne pietleut
 Wat betaald dat? ; wè schuift deh?
 Wat doe je nou?! ; Wè doede nouw?!
 wat doe je? ; wé doede gij na?
 wat een bende! ; spûlleke!
 wat een flauwekul om iets van niets ; wen gezèik zeg op niks
 wat hij ; wèttie
 wat is dat ; wèsdè
 wat is er ; wèdist
 wat je ; wègge
 wat moet je ; wè moete gij
 wat U nu zegt, komt niet in zijn volledige duidelijkheid over ; wellek?
 wat voor een, welke ; hoen
 wat voor, welke ; wèffer
 wat zeg je ; wèlk
 Wat zegt ie? ; Wè zeetie?
 Wat zegt u ; Wè / wellik
 Wat zegt U? ; Wè zede gij?
 Wat zegt U? ; welluk?
 wat zei hij ; wè zittie
 wat zielig ; ochèrum
 wat zit je nou allemaal te kijken? ; wé zitte nauw allemaol te kéken?
 wat, iets ; wè, wèt
 water ; waoter
 water bij de jenever doen ; gissele
 waterdichte stof, gabardine ; gabberdiene
 waterketel ; môor
 watermuur (Myosoton aquaticum) ; miert
 waterwants ( (Gerris lacustris) ; schòtserijer
 wauwelen, wartaal uitslaan ; braawele
 wc ; du pleej
 wc ; schèthuis, pleej, pisbak
 wc ; t`schèthuis
 wc ; ut huske, ut gemak
 WC, plee, toilet ; pleej
 wc, toilet ; et kaomerke
 we, wij ; me
 wederom, terug ; vrom
 wedijverig, jaloers ; bekaampeg
 weduwe ; weedevrouw, weuw
 weduwnaar ; pèèrd zonder voerman
 weduwnaar ; weedeman
 weeffout als gevolg van gebroken kettingdraad (textiel) ; paddevoet
 weefgetouw ; ketaaw
 weefkaartmaker (textiel) ; kaordemaoker
 Week ; aachtdòòg
 week, het weken ; wêek
 weer weggaan (rusteloos) ; op rits gaon
 weerga, gelijke ; wirgaoj
 weerlicht, bliksem ; wirlicht
 weerom, voorvoorgaande ; from
 weerom, voorvoorgaande ; vrom
 weet ; wit
 weet je wel ; wittenie
 Weet je wel? ; Witte wè?
 weet jij het ; witte geit
 weet jij het ; witte gij ut
 weet jij......? ; witte gij .......?
 weetje niet ; witte gij da nie
 weevershuisje ; wèèvershöske
 weg ; ewèg
 weg ; weeg
 weg ; wègt
 Weg gaan ; Aftaaien - 'k taaim af
 wegen (ww), op de hand het gewicht schatten ; kwikke
 wegenbelasting ; weegetaks
 weggaan, wegwezen ; um peeze, urtussenööt pèère
 weglopen ; ewèglôope
 wegpikken ; schoepe
 wegwezen ; pôojtem
 wegwezen ; sjoert em!
 wei ; waaj
 wei land ; waai laand
 weide ; waai
 weide ; waaj
 weinig ; wèèneg
 weinig ; weenig
 weinig ; wènnig, nen bietje, ietwè
 welbespraakt ; mondfiejat
 welbespraakt ; goedgetòld
 welk (e) ; wellek (e), welluk (e)
 wenden ; wèène
 werd ; wier
 werd ; wier
 werk ; wèèrk
 werk ; wèèrk, wèèrek
 werkdag ; wèrkendag
 werkelijk ; ongelooge
 werkelijk, echt ; weezelek
 werken ; wé?
 werken ; wèèreke
 werkplaats ; wèrkplòts
 wesp ; wèps
 western ; kojbojfilm
 weten ; weete (wit, wies, geweete)
 wetsteen ; mèèl
 weven ; wèève, (wèèft, wêef, geweeve)
 wever ; wèèver
 weversknoop ; wèèversknêûp
 wezel ; aajerweezel
 wezen ; wiste
 wieden ; wieje
 wiegekinderen ; platte kènder
 wiegekindje ; mölleke
 wiel, rad ; rat (mv raoj (er), vkw raojerke)
 wielen ; raojer
 wielewaal (Oriolus oriolus) ; gèèle wiewaaw
 wiens, van wie ; hoens
 Wiet ; wieri
 wij ; wèllie
 wijd, ver ; wèèd (wèjer, , wèdst)
 wijder ; wijer
 wijf ; wefke
 wijf, wijfje ; wèèf, wèfke
 wijn ; wèèn
 wijnfles (sen) ; wèènflès (se)
 wijwaterbakje ; wijwaotersbèkske, wijwaotersvatje
 wijzertjes ; wèèzerkes
 wild fietsen, ravotten, rondzwerven ; rakke
 wild spelen, rondspringen ; rondspòldere
 wilde (wou), wilden ; wo, won
 wildernis ; raawenes
 wildgroei ; raaweghèd
 willem II ; Dun kööning
 wind ; wènd
 winden laten ; jèùne
 winden, opwinden ; wèène, opwèène
 winkelen in de stad ; statte
 winkelkorf ; kabas
 winter ; wènter
 winterjas ; wènterjas
 winterkoninkje (Troglodytes troglodytes) ; oovenbèkkerke
 winterpeen ; peej
 wispelturig iemand ; duuzentzinder
 wist ; wies
 Wist jij dat Foe kinderen heeft ; Wiste gij da foe jong haj
 witbrood ; mik
 witte kwikstaart (Motacilla alba) ; èkkermènneke
 witte kwikstaart (Motacilla alba) ; kwistert
 wolmenger ; duuvelèèr
 wonder, mirakel ; meraokel
 wonderbaarlijk ; meraokels
 woonkamer, haard, thuis ; hèrd, hèèrd
 woordenboek ; diksjenèèr
 worden ; wòrre, (wòrt, wier, gewòrre)
 wortelen ; peeje
 worteltjes ; peejkes
 wou het ; wogget
 wrat ; frat
 wrijven ; rösse
 wrijven ; vrèève
 wrikken ; meutele
 wroeten ; vruute
 wroeten, overal met je neus inzitten ; fruute, vruute
 wroeten, overal met je neus inzitten ; vruute, fruute
 wulp (Numenius arquata) ; kölder
 ww uitkering ; stèmpelgeld
 zaad ; zaod
 zaag ; zaog
 zaagsel ; zaogemèèl, zaogsel
 zaaien, poten (ww) ; pôote
 zaaigoed, zaad ; zaodgoed
 zaak ; zaok
 zaak ; zoak
 zaak, winkel ; négotie
 zaakje ; zòkske
 zaal ; zaol
 zaal ; zoal
 zaaltje ; zòltje
 zacht ; zòft
 zacht doorzichtig weefsel (Fr: mousseline) ; moezelien
 zacht gekookt ei ; sop aai
 zachtjes regenen ; gezêever
 zachtjes regenen ; zêevere
 zadel ; zaol
 zadeltje ; zòltje
 zagen ; zaoge
 zagen ; zoage
 zak ; buil
 zak ; zekske
 zak patat ; buil friet
 zak patat ; un tuut friet
 zak, broekzak ; tès
 zakdoek ; neusdoek
 zakdoek ; snotlap
 zakdoek ; zaddoek
 zakgeld ; traktemènt
 Zakgeld ; Traktement
 zakje ; böltje
 zakje ; tuutje
 zakje ; zèkske
 zakje (Reckitt's) blauwsel ; un zèkske blaauw
 zakmes ; knipmis
 zalig ; zaoleg
 zand ; zaand
 zand, aarde, grond ; èèrd (e)
 zandkuil ; zaandkèùl
 zaniken ; leutere
 zaniken, zeuren ; zaoge
 zaniken, zeuren ; zaoneke
 zanikerd ; zêeverèèr, zêeverlap
 Zaterdagse markt ; saoterdagse mèrt
 ze is nog heel onnozel ; ze is zo grün as gras
 zee-den (Pinus pinaster); hèksemaast
 zeem ; zêem
 zeem ; zêem, zêemlap
 zeepsop ; sipsòp
 zeer dronken ; jantjemerienes
 zeggen ; zègge, (zègt, zi / zeej, gezeej / gezeed)
 zegt het, zei het ; zeeget, zigget
 zegt hij ; zeetie
 zei ; zeej
 zei je ; zidde
 zei, zeiden ; zi, zin
 zeil, zeildoek ; zèèl
 zeker, nietwaar, hè ; war
 zekerheid (i.v.m. werk) ; vaasteghèd
 zelf, eigen ; èèges
 zelfklevend papiertje ; zèllefklêêverke
 zelfverbouwd ; èège-tilt
 zemen ; zêeme
 zenuwachtig ; zenuwèèchtig
 zes ; zis
 zeug ; zòg
 zeur ; miemaaw
 zeuren ; maauwe
 zeuren ; maawe
 zeuren ; drèène
 zeuren ; Zeiken
 zeuren, dreinen ; drèène, (tt drènt)
 zeuren, vervelend doen ; zèèke
 zeuren, zanikken, langdurig over hetzelfde blijven praten ; zaoge
 zeurig, prikkelbaar ; neuteleg
 zeurpiet ; knaawer
 zeurpiet ; maawerd
 zeurpiet ; zîvverèèr
 zeurpiet, dreinoor ; drèènôor
 zevende ; zeuvende
 zever vrouw ; wen teemuts
 zever, kwijl ; zêever
 zeveren, zaniken, kletsen, onzin uitkramen ; zêevere
 zich ; zenèège
 zich doen gelden (Fr:maintenir) ; mèntenêere
 zich hoger voor doen dat hij is ; wennun hoop kouwe kak
 zich moeizaam voortbewegen, (lopen door hoge sneeuw) ; bòllieje
